,Title,Year,Authors,Journal,Journal Acronym,Rank
81,A Context-Aware Locality Measure for Inlier Pool Enrichment in Stepwise Image Registration.,2020,"Su Zhang, Wanjing Zhao, Xuying Hao, Yang Yang, Cuntai Guan",IEEE Trans. Image Process. 29: 4281-4295 ,TIP,Unranked
82,Subject-Independent Brain-Computer Interfaces Based on Deep Convolutional Neural Networks.,2020,"O-Yeon Kwon, Min-Ho Lee, Cuntai Guan, Seong-Whan Lee",IEEE Trans. Neural Networks Learn. Syst. 31: 3839-3852 ,TNN,Unranked
83,BCI Facilitates the Improvement of Cognitive Functions in Children and Elderly.,2020,"Cuntai Guan, Choon Guan Lim, Daniel Fung, Juan Helen Zhou, Ranga Krishnan, Tih Shih Lee",BCI 2020: 1-2,BCI3,Unranked
84,Interpreting mechanisms of prediction for skin cancer diagnosis using multi-task learning.,2020,"Davide Coppola, Hwee Kuan Lee, Cuntai Guan",CVPR Workshops 2020: 3162-3171,CVPR,A*
85,Emotion Recognition with Refined Labels for Deep Learning.,2020,"Su Zhang, Cuntai Guan",EMBC 2020: 108-111,EMBC,Unranked
86,Minimizing Hybrid Dice Loss for Highly Imbalanced 3D Neuroimage Segmentation.,2020,"Yuhao Lu, Juan Helen Zhou, Cuntai Guan",EMBC 2020: 1059-1062,EMBC,Unranked
87,Deep Learning for Neuroimaging Segmentation with a Novel Data Augmentation Strategy.,2020,"Wenshan Wu, Yuhao Lu, Ravikiran Mane, Cuntai Guan",EMBC 2020: 1516-1519,EMBC,Unranked
88,Brain MRI-based 3D Convolutional Neural Networks for Classification of Schizophrenia and Controls.,2020,"Mengjiao Hu, Kang Sim, Juan Helen Zhou, Xudong Jiang, Cuntai Guan",EMBC 2020: 1742-1745,EMBC,Unranked
89,A Multi-view CNN with Novel Variance Layer for Motor Imagery Brain Computer Interface.,2020,"Ravikiran Mane, Neethu Robinson, A. Prasad Vinod, Seong-Whan Lee, Cuntai Guan",EMBC 2020: 2950-2953,EMBC,Unranked
90,Generalizability of EEG-based Mental Attention Modeling with Multiple Cognitive Tasks.,2020,"Aung Aung Phyo Wai, Maokang Dou, Cuntai Guan",EMBC 2020: 2959-2962,EMBC,Unranked
91,Effects of Stimulus Spatial Resolution on SSVEP Responses under Overt and Covert Attention.,2020,"Aung Aung Phyo Wai, Jun Cong Lee, Tao Yang, Rosa Q. So, Cuntai Guan",EMBC 2020: 3019-3022,EMBC,Unranked
92,Federated Transfer Learning for EEG Signal Classification.,2020,"Ce Ju, Dashan Gao, Ravikiran Mane, Ben Tan, Yang Liu, Cuntai Guan",EMBC 2020: 3040-3045,EMBC,Unranked
93,TSception: A Deep Learning Framework for Emotion Detection Using EEG.,2020,"Yi Ding, Neethu Robinson, Qiuhao Zeng, Duo Chen, Aung Aung Phyo Wai, Tih Shih Lee, Cuntai Guan",IJCNN 2020: 1-7,IJCNN,B
94,Optimizing Filter-bank Canonical Correlation Analysis for fast response SSVEP Brain-Computer Interface (BCI).,2020,"Aung Aung Phyo Wai, Heng Guo, Ying Chi, Lei Zhang, Xian-Sheng Hua, Cuntai Guan",IJCNN 2020: 1-8,IJCNN,B
95,Deep Multi-Task Learning for SSVEP Detection and Visual Response Mapping.,2020,"Hong Jing Khok, Victor Teck Chang Koh, Cuntai Guan",SMC 2020: 1280-1285,SMC,B
96,Brain MRI-based 3D Convolutional Neural Networks for Classification of Schizophrenia and Controls.,2020,"Mengjiao Hu, Kang Sim, Juan Helen Zhou, Xudong Jiang, Cuntai Guan",CoRR abs/2003.08818 ,CORR,Unranked
97,TSception: A Deep Learning Framework for Emotion Detection Using EEG.,2020,"Yi Ding, Neethu Robinson, Qiuhao Zeng, Duo Chen, Aung Aung Phyo Wai, Tih Shih Lee, Cuntai Guan",CoRR abs/2004.02965 ,CORR,Unranked
98,Federated Transfer Learning for EEG Signal Classification.,2020,"Ce Ju, Dashan Gao, Ravikiran Mane, Ben Tan, Yang Liu, Cuntai Guan",CoRR abs/2004.12321 ,CORR,Unranked
99,Generalization on the Enhancement of Layerwise Relevance Interpretability of Deep Neural Network.,2020,"Erico Tjoa, Cuntai Guan",CoRR abs/2009.02516 ,CORR,Unranked
100,Quantifying Explainability of Saliency Methods in Deep Neural Networks.,2020,"Erico Tjoa, Cuntai Guan",CoRR abs/2009.02899 ,CORR,Unranked
101,A review on EMG-based motor intention prediction of continuous human upper limb motion for human-robot collaboration.,2019,"Luzheng Bi, Feleke Aberham Genetu, Cuntai Guan",Biomed. Signal Process. Control. 51: 113-127 ,BSPC,Unranked
102,Towards EEG Generation Using GANs for BCI Applications.,2019,"Fatemeh Fahimi, Zhuo Zhang, Wooi Boon Goh, Kai Keng Ang, Cuntai Guan",BHI 2019: 1-4,BHI,Unranked
